shot_distance,shot_angle,under_pressure,shot_first_time,minute,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley
43.088977708922265,8.284051206764754,0,0,86,0,0,1,0,0,0,1,0,0
10.042410069301097,30.30889143777205,1,0,86,0,0,0,0,0,0,1,0,0
13.58234147707972,32.07868938461562,0,0,21,0,0,0,0,0,0,1,0,0
14.743473132203276,24.74229353339081,0,0,69,0,0,1,0,1,0,0,0,0
13.97032569412754,31.82537729017014,0,0,35,0,0,1,0,0,0,1,0,0
16.329421300217593,12.419846991403316,1,0,48,0,0,1,0,0,0,1,0,0
8.32165848854662,46.44192407671554,0,1,92,0,0,1,0,0,0,1,0,0
11.840608092492548,24.88036776157851,0,1,49,1,0,0,0,1,0,0,0,0
24.186773244895647,18.64614902145282,0,0,38,0,0,1,0,0,0,1,0,0
10.004498987955367,43.572179038907045,1,0,64,0,0,0,0,0,0,1,0,0
28.42534080710379,12.528808026943548,1,0,21,0,0,1,0,0,0,1,0,0
7.465252842335616,49.42820964651239,1,1,82,0,0,1,0,0,0,1,0,0
10.616967551989593,41.24291303219562,0,0,6,0,0,0,0,0,0,1,0,0
17.582377541163197,25.528558163279005,0,1,45,0,0,1,0,0,0,1,0,0
26.20934947685654,17.348919136254526,0,0,8,0,0,1,0,1,0,0,0,0
20.814658296498653,19.23650886996293,0,0,28,1,0,0,0,1,0,0,0,0
16.995587662684688,3.0210575967957234,1,0,32,1,0,0,0,0,0,1,0,0
11.00409014866745,39.94204847361958,1,0,7,0,0,0,0,0,0,1,0,0
23.30708046924796,19.316472845107064,0,1,72,0,0,1,0,0,0,1,0,0
24.622144504490265,12.161364303233713,1,0,75,1,0,0,0,0,0,1,0,0
26.001730711627644,11.77504830444913,0,0,8,0,0,1,0,0,0,1,0,0
24.887145276226438,17.375379901070396,0,0,63,0,0,1,0,0,0,1,0,0
10.538500842150178,41.46550211626903,0,0,44,0,1,0,0,0,0,1,0,0
15.430489298787643,14.345391334579212,0,0,61,1,0,0,0,0,0,1,0,0
27.06011825546961,13.563787819986624,0,0,86,1,0,0,0,0,0,1,0,0
18.87246671741668,21.675264905506868,0,1,44,1,0,0,0,0,1,0,0,0
8.765842800324451,43.433029765294506,0,0,19,0,0,0,1,0,0,0,0,0
25.40019684963092,17.898650102535058,0,0,34,0,0,1,0,0,0,0,0,1
16.830923919975394,25.31004341791566,0,1,41,0,0,1,0,0,0,0,0,1
27.9291961932312,15.22897285775528,0,0,47,1,0,0,0,0,0,1,0,0
28.15546128196092,13.717659067660144,0,0,1,1,0,0,0,0,0,1,0,0
